x,y,cumulative_length
29878.0,-28881.300000000003,94409.23737512647
29792.300000000003,-29133.600000000002,94675.695214193
29656.2,-29369.5,94948.04061988217
29517.7,-29519.7,95152.34991971946
29349.9,-29714.5,95409.45666797785
29160.9,-29883.5,95662.9956196204
28999.0,-30058.300000000003,95901.25314835769
28912.2,-30220.300000000003,96085.04172254009
28867.600000000002,-30354.100000000002,96226.0793061836
28837.100000000002,-30494.9,96370.14488153039
28911.0,-30687.300000000003,96576.24915125812
28988.4,-30822.300000000003,96731.86328943328
29124.600000000002,-30935.0,96908.64487784113
29271.300000000003,-31119.2,97144.12423999417
29374.5,-31341.0,97388.75759830819
29464.9,-31675.4,97735.1612934386
29549.4,-31967.7,98039.4301548096
29615.100000000002,-32229.4,98309.25116955827
29687.9,-32466.4,98557.18027232759
29738.300000000003,-32668.300000000003,98765.27585132916
29741.800000000003,-32839.6,98936.61160358186
29659.7,-33043.8,99156.69806386509
29571.7,-33210.4,99345.11133303687
29479.0,-33368.9,99528.72925155246
29313.5,-33541.4,99767.78259288029
29151.600000000002,-33724.4,100012.11967561641
29030.7,-33805.4,100157.64565267893
28852.300000000003,-33881.700000000004,100351.67722227522
28723.2,-33948.6,100497.08155508549
28594.100000000002,-33997.9,100635.27453609393
28409.9,-34055.4,100828.24056937441
28240.9,-34135.200000000004,101015.13369391354
28114.2,-34205.6,101160.07868347854
28067.2,-34277.200000000004,101245.72656728193
28032.0,-34354.6,101330.754797888
28027.300000000003,-34474.3,101450.54703469825
28056.7,-34592.8,101572.63966346838
28132.9,-34744.200000000004,101742.13420615338
28253.800000000003,-34896.8,101936.82259820591
28476.800000000003,-35103.3,102240.74898732011
28582.4,-35190.200000000004,102377.50778959623
28639.9,-35273.5,102478.72606857785
28665.7,-35375.6,102584.03537490925
28645.800000000003,-35470.6,102681.09726238316
28590.600000000002,-35550.4,102778.12859752805
28507.300000000003,-35625.5,102890.28429288053
28420.5,-35679.5,102992.51070825347
28265.5,-35739.4,103158.68233639738
28025.0,-35787.5,103403.9451750012
27756.2,-35807.4,103673.48079416867
27475.800000000003,-35818.0,103954.08107927188
27189.4,-35866.1,104244.49211556355
26971.100000000002,-35929.5,104471.81226425257
26717.7,-36001.1,104735.13358887327
26519.300000000003,-36078.5,104948.09677818071
26305.800000000003,-36150.1,105173.28294560668
26167.300000000003,-36221.700000000004,105329.19577381527
26069.9,-36309.700000000004,105460.46176331751
25998.300000000003,-36505.700000000004,105669.13030431015
25900.9,-36755.700000000004,105937.43378919248
25798.800000000003,-37016.200000000004,106217.22774909869
25708.4,-37273.200000000004,106489.66335616942
25648.600000000002,-37492.6,106717.06696212148
25620.4,-37624.1,106851.55670150706
25607.5,-37791.9,107019.8518291846
25639.2,-37971.4,107202.12947455012
25714.300000000003,-38163.9,107408.7602079854
25783.5,-38310.6,107570.96233497515
25866.9,-38438.5,107723.6514635993
25970.100000000002,-38618.0,107930.70336530512
26089.800000000003,-38819.9,108165.41957693099
26258.800000000003,-39095.700000000004,108488.87999181973
26357.4,-39268.200000000004,108687.57123470677
26487.7,-39466.5,108924.84951015566
26579.2,-39620.200000000004,109103.7235999507
26653.100000000002,-39774.0,109274.35668583968
26769.300000000003,-39921.8,109462.36540904157
26873.7,-40075.600000000006,109648.25193356661
26986.4,-40191.700000000004,109810.05582721569
27082.600000000002,-40302.100000000006,109956.48874701175
27225.800000000003,-40432.3,110150.03016376797
27316.2,-40484.0,110254.16973357694
27481.600000000002,-40573.100000000006,110442.04195078854
27664.7,-40621.3,110631.37987620234
27877.100000000002,-40633.0,110844.10187788529
28082.5,-40628.3,111049.55564397392
28361.800000000003,-40614.200000000004,111329.21132512487
28669.2,-40582.5,111638.2415016449
29088.2,-40537.9,112059.60851506669
29376.9,-40535.600000000006,112348.31767668093
29577.600000000002,-40540.3,112549.07270152465
29767.7,-40579.0,112743.07192832723
29948.4,-40623.600000000006,112929.19460292654
30132.600000000002,-40685.8,113123.61291482128
30306.300000000003,-40790.200000000004,113326.2728516613
30409.600000000002,-40915.8,113488.89588201063
30447.100000000002,-41089.5,113666.59771092638
30475.300000000003,-41217.4,113797.56965448683
30484.7,-41374.700000000004,113955.15026877678
30509.300000000003,-41570.600000000006,114152.5887908539
30550.4,-41826.5,114411.76830393315
30591.5,-42090.5,114678.94841172562
30644.300000000003,-42402.700000000004,114995.58176435923
30670.100000000002,-42536.5,115131.84650668093
